application_id,application_channel,product_applied,requested_limit,city_tier,state,residence_type,residence_stability,existing_bank_rel,num_existing_products,preferred_lang,employer_category,employment_type,years_in_current_job,total_work_exp_years,gross_annual_income,net_monthly_income,income_proof_type,income_verified_flag,salary_account_flag,avg_monthly_credit,income_stability_score,employer_stability_score,bureau_score,bureau_score_vintage,num_active_loans,num_active_cards,num_closed_loans,total_active_balance,total_credit_limit_bureau,bureau_utilization,credit_age_oldest,credit_age_newest,credit_age_avg,num_inquiries_1m,num_inquiries_3m,num_inquiries_6m,dpd_30_ever,dpd_60_ever,dpd_90_ever,written_off_ever,settled_ever,num_delinquent_now,home_loan_flag,home_loan_emi,personal_loan_flag,personal_loan_emi,auto_loan_flag,auto_loan_emi,total_existing_emi,foir,num_credit_cards_existing,total_card_limit_existing,banking_vintage_months,avg_monthly_balance,min_monthly_balance,balance_stability,fixed_deposit_flag,fd_amount,investment_flag,premium_banking_flag,internal_app_score,bureau_score_segment,debt_to_income_ratio,repayment_capacity,leverage_ratio,credit_to_income,payment_track_score,relationship_score,fraud_risk_score,policy_override_flag,approved,credit_limit_assigned
300060,DSA,Platinum,75000,Tier2,RJ,Rented,59,0,0,Regional,Large-Private,Salaried,1.3,1.4000000000000001,3397626,193454,None,1,1,211438,78.8,98.1,776,22,4,2,8,1052884,1030141,1.022,52,20,36,1,5,6,0,1,0,0,0,0,1,64487,0,0,1,23975,88462,0.457,0,0,0,0,0,0.0,1,206877,0,0,539.2,Good,0.31,0.543,0.31,0.303,0.845,0.044,10.5,0,1,500000
300061,Online,Gold,75000,Tier2,UP,Rented,15,1,3,English,Self-Employed,Salaried,1.0,1.8,4212178,237474,ITR,1,1,222559,60.8,60.4,621,28,4,0,8,2643775,1000804,1.5,71,30,50,3,3,7,1,0,0,0,0,2,1,78890,0,0,0,0,78890,0.332,0,0,55,352899,173139,0.942,0,0,0,0,671.0,Poor,0.628,0.668,0.628,0.238,0.014,0.709,8.4,0,1,110000
300062,DSA,Gold,75000,Tier3,Others,Owned,96,1,1,Hindi,Gig,Salaried,5.2,6.5,1536959,98035,Form16,1,0,22168,51.0,67.4,514,13,1,3,7,3809015,673416,1.5,58,11,34,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,357875,116,61636,39530,0.576,1,558261,0,0,803.9,Very Poor,2.478,1.0,2.478,0.438,0.79,0.881,1.1,0,1,120000
300063,Branch,Gold,75000,Tier2,GJ,Owned,23,0,0,Hindi,Large-Private,Business-Owner,1.5,3.1,2415045,139574,Form16,1,1,136783,49.0,48.7,466,23,6,1,2,2088512,1856887,1.125,113,9,61,3,3,4,1,1,0,0,0,1,0,0,1,3328,0,0,3328,0.024,4,495922,0,0,0,0.0,0,0,1,0,195.9,Very Poor,0.865,0.976,0.865,0.769,0.474,0.376,4.1,0,0,0
300064,Online,Classic,100000,Tier2,GJ,Rented,85,1,1,Regional,Large-Private,Salaried,2.4,5.5,3949951,261824,Form16,1,0,8161,74.2,37.4,702,8,0,2,2,91263,1382054,0.066,162,3,82,4,6,8,0,0,0,0,0,0,0,0,0,0,1,10509,10509,0.04,2,457871,54,457373,145731,0.87,0,0,0,0,74.8,Fair,0.023,0.96,0.023,0.35,0.703,0.803,3.9,0,1,220000
300065,Online,Gold,50000,Tier2,UP,Company-provided,78,1,2,Hindi,SME,Self-Employed,3.8,8.8,1194260,71571,Form16,0,0,46949,39.5,43.8,629,12,7,0,6,2581512,678691,1.5,117,25,71,1,4,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3,40444,24,473269,168679,0.223,0,0,0,0,19.6,Poor,2.162,1.0,2.162,0.568,0.523,0.437,3.5,0,0,0
300066,Branch,Platinum,300000,Tier1,GJ,Owned,63,0,0,English,Large-Private,Salaried,4.1,5.5,4124714,269722,Form16,1,1,252024,73.5,52.7,821,44,6,3,9,1840575,1343907,1.37,204,27,115,3,6,6,1,0,0,0,0,0,0,0,0,0,1,13531,13531,0.05,2,288027,0,0,0,0.0,1,196689,0,1,829.2,Excellent,0.446,0.95,0.446,0.326,0.121,0.153,0.7,0,1,170000
300067,Pre-approved,Platinum,100000,Tier1,GJ,Rented,81,0,0,Hindi,SME,Salaried,1.3,4.0,3673978,214325,ITR,1,1,223374,84.7,43.2,381,16,5,4,9,4110262,1944014,1.5,183,30,106,1,1,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,741897,0,0,285.2,Very Poor,1.119,1.0,1.119,0.529,0.235,0.15,7.3,1,0,0
300068,Online,Classic,75000,Tier2,MH,Rented,52,0,0,Regional,Self-Employed,Business-Owner,0.4,3.4,3036092,186282,Form16,1,0,1944,55.9,44.9,477,44,6,3,7,1986800,1009362,1.5,162,30,96,1,5,8,1,0,0,0,0,1,1,29934,0,0,0,0,29934,0.161,2,92377,0,0,0,0.0,1,816432,1,0,279.2,Very Poor,0.654,0.839,0.654,0.332,0.475,0.281,5.3,0,0,0
300069,Online,Platinum,50000,Tier2,KA,Rented,10,0,0,English,Large-Private,Salaried,0.5,2.5,946039,55361,Bank-Statement,1,0,17682,21.9,44.0,455,22,1,1,0,2143734,1785156,1.201,159,19,89,2,4,7,0,0,0,1,0,1,0,0,1,14874,0,0,14874,0.269,4,352410,0,0,0,0.0,0,0,0,1,435.8,Very Poor,2.266,0.731,2.266,1.887,0.693,0.596,6.6,0,0,0
300070,DSA,Gold,150000,Tier1,WB,Owned,104,0,0,Regional,PSU,Salaried,7.7,9.5,3983536,257032,Form16,1,0,2269,54.2,59.9,369,38,1,4,4,4509478,328530,1.5,139,1,70,3,3,3,0,0,0,1,0,2,1,28146,0,0,0,0,28146,0.11,3,403766,0,0,0,0.0,0,0,1,0,265.9,Very Poor,1.132,0.89,1.132,0.082,0.847,0.318,0.1,0,0,0
300071,Branch,Classic,500000,Tier2,GJ,Company-provided,69,1,2,Hindi,Large-Private,Salaried,0.4,2.1,305620,18712,Form16,1,0,22330,69.8,75.1,565,28,3,3,3,1085015,1116982,0.971,135,9,72,3,6,6,1,0,0,1,0,0,1,28061,1,9810,0,0,37871,2.0,2,222973,45,383302,294188,0.234,0,0,0,1,876.4,Poor,3.55,0.0,3.55,3.655,0.342,0.523,2.1,0,1,25000
300072,Branch,Classic,100000,Tier2,GJ,Rented,96,0,0,Hindi,PSU,Professional,8.8,10.200000000000001,782762,43519,Form16,1,1,46316,84.4,72.9,489,54,1,4,3,2715142,1656793,1.5,154,8,81,2,4,5,0,0,0,0,0,0,0,0,1,11560,1,10939,22499,0.517,3,8974,0,0,0,0.0,1,480972,0,1,432.1,Very Poor,3.469,0.483,3.469,2.117,0.345,0.26,3.7,0,1,15000
300073,Online,Platinum,200000,Tier1,AP,Owned,31,1,3,English,Self-Employed,Business-Owner,0.5,2.4,2162427,121387,Bank-Statement,1,1,126028,73.4,64.6,417,46,0,4,9,2228201,993344,1.5,214,25,119,1,2,3,0,0,0,1,0,0,0,0,1,22250,1,18520,40770,0.336,0,0,116,190367,126943,0.587,1,394727,0,0,325.6,Very Poor,1.03,0.664,1.03,0.459,0.544,0.864,19.6,0,1,35000
300074,DSA,Signature,300000,Tier2,DL,Rented,66,0,0,Hindi,Self-Employed,Salaried,2.7,2.7,3286204,196143,Form16,1,1,210741,47.3,66.7,342,30,5,4,9,1111357,1659108,0.67,196,22,109,0,4,4,0,0,0,0,0,1,0,0,0,0,1,23388,23388,0.119,1,110072,0,0,0,0.0,0,0,0,0,893.3,Very Poor,0.338,0.881,0.338,0.505,0.846,0.182,1.6,0,0,0
300075,DSA,Classic,150000,Tier2,GJ,Rented,40,1,2,Hindi,PSU,Self-Employed,13.9,16.1,3220062,177731,Form16,1,0,74,50.2,64.2,684,17,6,1,0,1665172,1734430,0.96,97,8,52,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3,217195,26,176928,88365,0.858,0,0,0,0,68.2,Fair,0.517,1.0,0.517,0.539,0.554,0.514,0.0,0,1,90000
300076,DSA,Platinum,25000,Tier2,Others,Owned,19,1,1,Regional,SME,Salaried,4.6,6.3999999999999995,2660415,150807,None,1,1,135857,48.0,84.3,429,31,7,4,9,4929224,325662,1.5,36,20,28,1,4,7,1,1,0,0,1,1,1,64210,0,0,1,3239,67449,0.447,3,244569,68,328361,155759,0.874,0,0,1,0,727.9,Very Poor,1.853,0.553,1.853,0.122,0.139,0.686,1.5,0,0,0
300077,Branch,Platinum,300000,Tier1,UP,Family-owned,2,1,2,English,PSU,Business-Owner,7.1,8.1,1581390,97964,ITR,1,1,91861,84.7,42.7,639,47,5,0,0,3261704,873067,1.5,168,18,93,0,4,7,1,1,0,0,0,1,1,12955,0,0,0,0,12955,0.132,1,491512,76,160232,115496,0.699,0,0,1,0,290.0,Poor,2.063,0.868,2.063,0.552,0.256,0.927,19.3,0,0,0
300078,Online,Classic,100000,Tier2,RJ,Rented,117,0,0,Hindi,Large-Private,Business-Owner,4.8,5.3,2771234,183219,Bank-Statement,1,0,32837,36.3,96.4,686,30,0,2,0,4089332,344647,1.5,219,11,115,2,2,3,0,0,1,0,0,0,1,35975,1,2924,1,6578,45477,0.248,1,10663,0,0,0,0.0,1,327279,0,1,766.0,Fair,1.476,0.752,1.476,0.124,0.409,0.28,5.6,0,1,275000
300079,Online,Gold,25000,Tier2,Others,Owned,101,1,3,Hindi,Large-Private,Salaried,5.6,6.5,1864961,102435,ITR,1,0,25364,75.2,60.4,649,11,4,1,6,1432210,1736384,0.825,101,13,57,2,6,6,0,0,0,0,0,1,0,0,1,26801,0,0,26801,0.262,2,336004,13,276515,91616,0.241,1,148943,0,0,916.7,Poor,0.768,0.738,0.768,0.931,0.537,0.74,13.0,0,1,10000
300080,Online,Gold,50000,Tier2,KA,Rented,56,1,4,Hindi,SME,Business-Owner,12.2,16.299999999999997,1539464,96512,CA-Certificate,0,1,90593,69.7,38.7,528,50,4,3,8,509545,30578,1.5,201,26,113,2,5,5,1,0,0,0,0,1,1,50617,0,0,1,10356,60973,0.632,3,478221,79,23482,16428,0.419,1,141071,1,0,324.5,Very Poor,0.331,0.368,0.331,0.02,0.224,0.611,7.1,0,0,0
300081,Online,Platinum,100000,Tier1,TN,Owned,28,1,2,Hindi,PSU,Professional,1.3,9.600000000000001,768386,42906,ITR,0,1,41466,71.5,30.6,599,30,7,1,4,1980941,1487562,1.332,184,23,103,3,7,11,0,1,0,0,0,2,1,36353,1,27111,0,0,63464,1.479,2,382347,13,225792,70815,0.961,0,0,0,0,599.6,Poor,2.578,0.0,2.578,1.936,0.926,0.944,2.9,0,0,0
300082,Online,Classic,200000,Tier3,TN,Family-owned,37,0,0,Regional,Gig,Salaried,3.9,6.5,707049,42687,ITR,1,0,15050,50.6,72.5,499,40,0,3,0,4372323,105534,1.5,206,19,112,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,94826,0,0,0,0.0,0,0,0,0,128.3,Very Poor,5.0,1.0,6.184,0.149,0.854,0.393,19.6,0,1,40000
300083,DSA,Classic,75000,Tier1,MH,Rented,89,1,3,Hindi,Large-Private,Salaried,1.5,2.9,1972109,118199,None,1,0,12386,31.0,96.2,469,49,5,0,8,4347701,227701,1.5,14,13,13,3,7,9,0,0,1,0,0,1,0,0,0,0,1,15743,15743,0.133,0,0,108,184579,111764,0.753,0,0,0,0,959.0,Very Poor,2.205,0.867,2.205,0.115,0.97,0.571,11.7,0,1,215000
300084,Branch,Classic,100000,Tier3,GJ,Family-owned,17,0,0,Regional,Self-Employed,Professional,2.3,6.7,3622290,238155,Bank-Statement,1,1,242518,74.9,83.7,753,34,0,1,2,2000076,604115,1.5,213,13,113,4,4,7,0,0,0,0,0,1,1,60207,1,2287,0,0,62494,0.262,2,287208,0,0,0,0.0,0,0,0,0,242.1,Good,0.552,0.738,0.552,0.167,0.96,0.365,12.9,0,1,200000
300085,Online,Classic,25000,Tier3,GJ,Owned,49,1,1,Regional,Large-Private,Salaried,2.5,7.1,3201348,186674,None,1,1,171224,84.0,73.5,793,13,7,3,7,1879076,1232182,1.5,134,2,68,2,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,4,413401,38,85294,43867,0.641,0,0,0,0,561.7,Excellent,0.587,1.0,0.587,0.385,0.777,0.384,8.3,0,0,0
300086,Pre-approved,Gold,25000,Tier3,RJ,Rented,101,0,0,Hindi,PSU,Salaried,1.1,2.6,3781316,206777,Form16,1,1,225393,25.4,41.9,617,47,4,1,8,1025907,1157471,0.886,216,22,119,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,498648,0,0,0,0.0,0,0,0,0,663.6,Poor,0.271,1.0,0.271,0.306,0.986,0.093,3.6,0,1,270000
300087,Pre-approved,Gold,25000,Tier1,TN,Owned,23,1,1,English,Large-Private,Salaried,2.5,14.1,4251570,282081,CA-Certificate,1,0,20392,70.7,31.6,754,27,4,2,0,1501941,1534715,0.979,131,25,78,4,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,141329,57,277000,167713,0.818,0,0,0,0,937.5,Good,0.353,1.0,0.353,0.361,0.131,0.88,21.2,0,0,0
300088,DSA,Classic,200000,Tier2,UP,Rented,37,0,0,English,Large-Private,Self-Employed,0.7,1.0,734107,43819,ITR,1,1,46612,89.7,59.0,829,23,5,3,0,110741,505253,0.219,204,30,117,2,3,6,1,1,0,0,0,1,0,0,1,9105,0,0,9105,0.208,2,466460,0,0,0,0.0,0,0,0,0,676.6,Excellent,0.151,0.792,0.151,0.688,0.181,0.485,6.0,0,0,0
300089,Branch,Classic,75000,Tier2,Others,Owned,88,0,0,English,Self-Employed,Business-Owner,0.0,1.4,2255595,135711,Form16,1,1,124023,59.9,63.1,349,53,0,4,6,433527,1006735,0.431,224,20,122,1,2,2,1,0,0,0,0,0,1,30591,1,21870,0,0,52461,0.387,0,0,0,0,0,0.0,1,43353,1,0,912.5,Very Poor,0.192,0.613,0.192,0.446,0.176,0.833,21.8,0,0,0
300090,DSA,Gold,300000,Tier3,WB,Rented,57,0,0,Hindi,SME,Salaried,6.2,7.1000000000000005,3786980,225191,None,1,0,22043,46.2,50.4,668,55,6,2,5,4092039,1204225,1.5,86,15,50,4,4,5,1,0,0,0,0,0,0,0,0,0,1,21271,21271,0.094,3,428894,0,0,0,0.0,0,0,0,0,682.8,Fair,1.081,0.906,1.081,0.318,0.23,0.405,2.8,0,0,0
300091,Pre-approved,Gold,100000,Tier2,GJ,Rented,1,0,0,English,Self-Employed,Self-Employed,1.7,4.8,2776589,175313,ITR,1,0,34987,64.2,20.2,847,33,1,4,4,1567361,1238271,1.266,102,25,63,4,8,10,1,1,1,0,0,2,1,46566,0,0,0,0,46566,0.266,1,158930,0,0,0,0.0,1,967125,0,1,287.2,Excellent,0.564,0.734,0.564,0.446,0.121,0.051,27.1,0,0,0
300092,Pre-approved,Platinum,50000,Tier3,MH,Rented,23,0,0,English,SME,Salaried,2.9,6.699999999999999,1943938,116965,Form16,1,0,26027,84.4,79.4,649,17,2,3,3,3175684,1360192,1.5,107,1,54,3,3,5,0,0,0,0,0,1,1,15715,1,25323,0,0,41038,0.351,3,485432,0,0,0,0.0,0,0,0,0,439.2,Poor,1.634,0.649,1.634,0.7,0.541,0.172,28.3,0,1,10000
300093,DSA,Classic,200000,Tier1,MH,Family-owned,44,1,4,English,SME,Business-Owner,2.7,4.7,2143209,122693,ITR,1,1,128495,60.5,33.2,760,53,2,1,6,2685942,1532390,1.5,135,9,72,4,6,10,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,111,302868,163687,0.426,0,0,1,0,697.0,Good,1.253,1.0,1.253,0.715,0.524,0.607,15.2,0,0,0
300094,Branch,Signature,75000,Tier3,UP,Owned,27,0,0,English,Large-Private,Self-Employed,1.7,2.6,3963780,234161,Form16,1,0,44805,72.1,85.2,500,19,5,4,8,1110277,904069,1.228,169,6,87,3,3,7,0,1,0,0,0,0,0,0,1,26006,1,13596,39602,0.169,0,0,0,0,0,0.0,0,0,0,1,750.1,Very Poor,0.28,0.831,0.28,0.228,0.669,0.311,14.4,0,0,0
300095,Branch,Gold,50000,Tier1,MH,Owned,96,1,3,Hindi,Self-Employed,Salaried,5.8,7.1,211358,11838,ITR,1,0,23871,69.0,37.6,475,41,7,4,5,3450691,1083933,1.5,21,11,16,1,5,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,1,423992,97,235743,121306,0.53,0,0,0,1,405.2,Very Poor,5.0,1.0,10.0,5.128,0.631,0.896,1.4,0,0,0
300096,Branch,Signature,150000,Tier1,TN,Company-provided,70,1,2,Hindi,Large-Private,Self-Employed,1.1,5.4,372370,23340,CA-Certificate,1,0,13089,41.2,61.1,761,21,7,4,1,1244547,1650619,0.754,225,10,117,4,7,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3,155557,25,271290,88406,0.595,1,797532,0,0,550.9,Good,3.342,1.0,3.342,4.433,0.392,0.602,5.5,0,1,10000
300097,DSA,Gold,25000,Tier3,TN,Rented,95,1,3,Hindi,Large-Private,Self-Employed,2.4,4.0,2001444,127179,Form16,1,1,116575,61.1,32.2,540,43,0,0,7,2638683,1043391,1.5,144,31,87,3,6,8,1,0,1,0,0,2,0,0,1,10988,0,0,10988,0.086,0,0,118,286070,194254,0.528,1,831562,1,0,489.0,Very Poor,1.318,0.914,1.318,0.521,0.068,0.732,20.7,0,0,0
300098,Online,Gold,75000,Tier2,DL,Family-owned,31,1,4,Hindi,SME,Self-Employed,5.9,8.0,2966799,191431,Form16,0,0,32076,64.3,78.1,321,52,0,1,8,80778,497166,0.162,70,30,50,2,6,6,1,0,0,0,0,1,0,0,1,3008,1,12257,15265,0.08,2,381995,43,414555,214547,0.341,0,0,1,0,134.7,Very Poor,0.027,0.92,0.027,0.168,0.155,0.733,15.3,0,0,0
300099,Branch,Classic,25000,Tier1,RJ,Owned,51,1,4,Hindi,Large-Private,Professional,3.3,6.699999999999999,4582241,295988,ITR,1,1,282014,80.5,45.2,720,45,6,3,7,420021,523475,0.802,99,9,54,4,4,7,1,0,0,0,0,1,1,71211,1,10395,1,21032,102638,0.347,3,14369,45,106560,37668,0.747,0,0,0,0,73.2,Fair,0.092,0.653,0.092,0.114,0.134,0.97,4.8,0,0,0
300100,Branch,Classic,25000,Tier2,KA,Owned,3,1,1,English,SME,Professional,0.1,0.30000000000000004,916137,51429,CA-Certificate,1,0,28036,74.8,88.4,826,28,3,2,3,1837439,116953,1.5,42,30,36,2,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,96,44429,17417,0.407,1,64440,1,0,159.4,Excellent,2.006,1.0,2.006,0.128,0.542,0.409,9.4,0,0,0
300101,DSA,Classic,100000,Tier3,AP,Owned,16,1,2,English,Large-Private,Salaried,4.2,7.2,1221093,69070,Bank-Statement,1,1,67747,71.5,84.3,667,46,7,0,6,2204133,50210,1.5,125,20,72,2,6,9,1,1,0,0,0,2,1,7821,0,0,0,0,7821,0.113,1,57789,21,472055,162960,0.691,0,0,0,0,931.5,Fair,1.805,0.887,1.805,0.041,0.451,0.338,0.9,0,0,0
300102,Online,Gold,100000,Tier1,UP,Family-owned,39,0,0,Regional,Govt,Salaried,0.1,0.30000000000000004,1432520,79069,ITR,1,0,28439,67.5,82.0,700,38,7,2,9,4677305,1125404,1.5,178,16,97,3,5,6,1,1,1,0,1,0,0,0,1,22006,0,0,22006,0.278,2,402863,0,0,0,0.0,0,0,1,0,270.3,Fair,3.265,0.722,3.265,0.786,0.216,0.274,13.2,0,1,10000
300103,Online,Platinum,50000,Tier2,DL,Rented,85,0,0,Hindi,Large-Private,Salaried,1.0,1.1,3035747,199936,ITR,1,1,189031,44.8,80.4,828,46,6,3,1,4418844,1549611,1.5,151,15,83,4,5,8,0,1,0,0,1,0,1,64410,1,25277,0,0,89687,0.449,1,183894,0,0,0,0.0,0,0,0,0,856.8,Excellent,1.456,0.551,1.456,0.51,0.886,0.737,15.7,0,0,0
300104,DSA,Gold,300000,Tier2,AP,Rented,21,1,4,English,Self-Employed,Business-Owner,0.1,2.9,3845363,211103,Form16,1,1,190390,79.5,81.4,780,21,2,3,9,3180219,1199995,1.5,195,22,108,4,6,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,2,150614,105,345950,255901,0.668,0,0,0,0,642.4,Good,0.827,1.0,0.827,0.312,0.303,0.785,23.0,0,1,330000
300105,DSA,Gold,50000,Tier3,RJ,Owned,80,0,0,English,SME,Self-Employed,7.2,7.6000000000000005,2548384,154906,Form16,1,1,151013,67.7,98.4,842,23,5,2,7,3110191,898962,1.5,145,32,88,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,15031,0,0,0,0.0,0,0,0,0,932.1,Excellent,1.22,1.0,1.22,0.353,0.79,0.368,3.9,0,1,40000
300106,Branch,Gold,150000,Tier3,RJ,Owned,106,0,0,English,Large-Private,Salaried,0.5,5.4,3084151,178468,Form16,1,1,167304,66.3,30.7,717,48,4,2,3,364190,791673,0.46,93,12,52,1,2,5,0,0,1,0,0,1,0,0,1,18082,0,0,18082,0.101,2,201143,0,0,0,0.0,0,0,0,0,841.6,Fair,0.118,0.899,0.118,0.257,0.97,0.355,12.9,1,0,0
300107,Online,Platinum,150000,Tier3,GJ,Owned,47,1,4,Regional,PSU,Salaried,0.4,0.7,363198,22919,Form16,1,0,49711,81.2,39.1,775,45,5,1,0,2930562,1941996,1.5,116,11,63,3,5,7,1,0,0,0,0,1,1,63193,1,11798,1,4839,79830,2.0,2,104495,101,291910,152346,0.254,1,898346,0,1,962.2,Good,5.0,0.0,8.069,5.347,0.329,0.457,2.1,0,1,20000
300108,Pre-approved,Gold,50000,Tier3,AP,Rented,78,0,0,Hindi,Large-Private,Business-Owner,4.1,5.8999999999999995,434469,26528,None,1,1,25380,89.1,44.7,366,22,7,4,7,2466263,971799,1.5,82,8,45,3,5,9,0,0,0,1,0,0,0,0,1,19755,0,0,19755,0.745,2,458267,0,0,0,0.0,0,0,0,0,971.4,Very Poor,5.0,0.255,5.676,2.237,0.735,0.056,0.5,0,0,0
300109,DSA,Gold,500000,Tier3,KA,Rented,45,0,0,Hindi,Gig,Self-Employed,0.2,4.2,715627,40891,Bank-Statement,1,1,38641,66.6,66.8,671,35,0,0,4,1427747,767699,1.5,114,20,67,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,279625,0,0,0,0.0,1,250267,0,1,556.0,Fair,1.995,1.0,1.995,1.073,0.539,0.037,4.1,0,0,0
300110,DSA,Classic,200000,Tier3,AP,Company-provided,110,1,2,Hindi,Large-Private,Professional,2.7,4.7,3412010,205127,ITR,1,1,209504,75.8,25.1,833,38,5,2,6,4225276,1389012,1.5,164,11,87,2,4,6,1,0,0,0,0,1,1,22957,0,0,0,0,22957,0.112,3,374693,34,437406,253820,0.837,0,0,0,0,529.5,Excellent,1.238,0.888,1.238,0.407,0.017,0.81,4.8,1,1,305000
300111,DSA,Signature,75000,Tier2,DL,Owned,28,0,0,Hindi,SME,Professional,1.8,4.8,1112694,72524,Bank-Statement,1,1,74869,96.4,41.4,406,47,2,4,8,2077041,67118,1.5,212,34,123,4,7,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,4,142158,0,0,0,0.0,0,0,1,0,876.5,Very Poor,1.867,1.0,1.867,0.06,0.3,0.487,0.7,0,0,0
300112,DSA,Platinum,100000,Tier2,UP,Owned,111,1,3,Hindi,Large-Private,Salaried,1.5,1.7,4541807,268327,Bank-Statement,1,0,37933,72.5,75.0,823,15,1,4,0,3641393,1902018,1.5,74,35,54,0,1,1,1,0,0,0,0,1,1,76575,0,0,1,10554,87129,0.325,2,346420,58,278046,194723,0.641,0,0,0,0,137.7,Excellent,0.802,0.675,0.802,0.419,0.451,0.453,4.2,0,1,100000
300113,Online,Classic,75000,Tier3,UP,Family-owned,97,1,2,English,Large-Private,Salaried,1.5,2.3,2909126,191661,ITR,1,1,199210,88.9,58.9,665,36,6,3,6,3773896,461693,1.5,145,26,85,4,6,10,0,0,0,0,0,0,1,31262,0,0,0,0,31262,0.163,2,18376,92,218565,146248,0.582,1,888078,0,0,206.9,Fair,1.297,0.837,1.297,0.159,0.952,0.659,2.8,1,1,235000
300114,DSA,Classic,150000,Tier1,GJ,Family-owned,52,0,0,Regional,Large-Private,Business-Owner,1.2,1.7999999999999998,4547685,272734,None,1,0,661,93.4,65.7,369,26,7,4,8,1250675,413726,1.5,114,32,73,2,3,6,1,1,0,0,0,1,0,0,0,0,1,9006,9006,0.033,0,0,0,0,0,0.0,1,793704,0,0,171.6,Very Poor,0.275,0.967,0.275,0.091,0.322,0.51,13.0,0,0,0
300115,DSA,Platinum,150000,Tier1,GJ,Rented,25,1,4,Hindi,SME,Salaried,8.8,10.9,3634193,206806,Form16,1,1,215579,72.1,84.0,827,24,4,0,2,2386548,1633331,1.461,19,30,24,0,1,3,0,0,0,0,0,0,1,77196,0,0,0,0,77196,0.373,0,0,12,483464,304298,0.617,0,0,1,0,748.3,Excellent,0.657,0.627,0.657,0.449,0.57,0.747,4.1,0,1,75000
300116,Pre-approved,Classic,100000,Tier2,UP,Rented,6,1,1,Hindi,Govt,Salaried,5.0,6.0,793156,52418,ITR,0,0,49653,77.6,71.2,711,13,2,1,0,2921274,327314,1.5,54,22,38,1,5,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,4,109306,92,443544,317026,0.967,0,0,0,0,408.9,Fair,3.683,1.0,3.683,0.413,0.722,0.83,5.8,0,1,30000
300117,Pre-approved,Platinum,100000,Tier2,DL,Rented,23,1,3,Hindi,SME,Salaried,2.1,7.699999999999999,2738775,156260,CA-Certificate,1,1,159731,72.0,42.2,397,30,3,4,6,316410,1486604,0.213,45,3,24,3,7,10,0,0,1,0,0,0,0,0,1,3359,1,13876,17235,0.11,0,0,62,226868,112017,0.73,0,0,0,1,408.8,Very Poor,0.116,0.89,0.116,0.543,0.91,0.445,5.2,0,0,0
300118,Online,Gold,100000,Tier3,KA,Rented,21,0,0,Hindi,Govt,Professional,2.3,2.5999999999999996,3841053,210358,Bank-Statement,1,0,16121,79.8,66.9,610,53,2,4,4,3347864,1756454,1.5,239,24,131,1,5,8,0,0,0,1,0,0,0,0,1,22315,0,0,22315,0.106,4,293705,0,0,0,0.0,1,517919,0,0,26.4,Poor,0.872,0.894,0.872,0.457,0.768,0.245,4.9,1,0,0
300119,Branch,Platinum,50000,Tier3,WB,Rented,112,0,0,English,Large-Private,Salaried,0.8,4.1,1150379,70426,ITR,1,0,2416,52.1,93.4,601,55,6,4,6,3824036,575399,1.5,160,6,83,2,5,6,1,0,0,0,0,2,1,56278,0,0,0,0,56278,0.799,1,158779,0,0,0,0.0,0,0,0,1,169.1,Poor,3.324,0.201,3.324,0.5,0.546,0.086,9.6,0,0,0
300120,Online,Signature,200000,Tier1,Others,Owned,110,0,0,Hindi,Large-Private,Salaried,0.3,2.5999999999999996,1800687,104924,ITR,1,0,27310,83.2,72.6,618,34,3,0,7,4544923,1563890,1.5,155,33,94,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,59161,0,0,717.3,Poor,2.524,1.0,2.524,0.868,0.505,0.152,1.7,0,0,0
300121,Pre-approved,Gold,100000,Tier1,AP,Rented,70,1,4,Hindi,Large-Private,Self-Employed,4.7,4.8,1830636,119952,Bank-Statement,1,1,120744,41.0,78.3,435,55,5,3,8,3633776,494040,1.5,37,23,30,3,7,8,0,1,0,0,0,1,0,0,1,26945,0,0,26945,0.225,0,0,54,215372,88062,0.432,0,0,0,1,155.1,Very Poor,1.985,0.775,1.985,0.27,0.812,0.417,14.1,0,0,0
